epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,23.16,1.89911,3.53826,3.57159,2.13203,0,5e-05,0.00609,0,0,1e-05,0.00087,0,0,4.62011,5261.06,inf,46.441,0,0.000323529,0.000323529,0.0679706
2,39.1868,1.83393,3.09051,2.42967,1.95928,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0.000656702,0.000656702,0.0349704
3,55.6623,1.84534,3.0432,2.34689,1.97273,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0.000989229,0.000989229,0.00196962
4,72.292,1.87184,2.87757,2.29874,1.95545,0,0.00035,0.00418,1e-05,0,0,0,0,0,4.40538,19.0273,inf,30.5048,0,0.000997803,0.000997803,0.000997803
5,89.3754,1.82464,2.82966,2.21532,1.94142,0,0.00097,0.0026,1e-05,0,2e-05,0.00029,0,0,4.73515,29.4473,inf,17.4492,0,0.000996097,0.000996097,0.000996097
6,105.673,1.77496,2.8053,2.1574,1.89302,0,0.0068,0.02103,0.00119,0.00027,0.00239,0.00735,0.0009,0.00014,3.88528,23.3412,5.91925,4.80981,0,0.000993906,0.000993906,0.000993906
7,122.283,1.79512,2.70605,2.04972,1.89704,0,0.02814,0.06426,0.0054,0.00145,0.0253,0.05544,0.00531,0.00136,3.10114,6.8143,5.2686,2.81679,0,0.000991232,0.000991232,0.000991232
8,138.858,1.75625,2.6849,2.01083,1.86952,0,0.04517,0.02334,0.00997,0.0028,0.04446,0.02275,0.00818,0.00224,2.69239,5.28009,4.34834,2.46104,0,0.000988079,0.000988079,0.000988079
9,155.771,1.70883,2.55959,1.96865,1.83908,0,0.03257,0.04743,0.01099,0.0033,0.03622,0.04354,0.0096,0.0025,2.64442,5.61432,3.45692,2.44208,0,0.000984449,0.000984449,0.000984449
10,172.728,1.67112,2.57438,1.89753,1.81904,0,0.07501,0.05872,0.0351,0.01164,0.1026,0.06434,0.03706,0.0133,2.51851,4.50816,3.73507,2.28567,0,0.000980345,0.000980345,0.000980345
11,189.583,1.67936,2.60823,1.92444,1.7933,0,0.08277,0.04076,0.02618,0.00847,0.0843,0.03716,0.02389,0.00771,2.64678,5.02663,4.23596,2.45507,0,0.000975773,0.000975773,0.000975773
12,205.933,1.68474,2.56863,1.90386,1.84655,0,0.00451,0.0361,0.00156,0.00041,0.0028,0.01861,0.00142,0.00049,3.56323,7.65755,5.79906,3.58404,0,0.000970736,0.000970736,0.000970736
13,222.195,1.60266,2.40813,1.77936,1.73721,0,0.09559,0.05099,0.03651,0.01168,0.10086,0.04868,0.03488,0.0105,2.63793,4.54602,4.09862,2.44815,0,0.000965239,0.000965239,0.000965239
14,238.414,1.59553,2.37874,1.77472,1.77329,0,0.07222,0.05543,0.03654,0.01218,0.07493,0.05356,0.03419,0.01051,2.56928,4.26506,3.8032,2.41616,0,0.000959289,0.000959289,0.000959289
15,254.899,1.56583,2.36919,1.70817,1.70225,0,0.05454,0.03515,0.01895,0.00609,0.0538,0.032,0.01543,0.0042,2.58156,4.44008,4.09145,2.45962,0,0.000952889,0.000952889,0.000952889
16,271.231,1.6014,2.40332,1.70468,1.72924,0,0.04287,0.0651,0.01853,0.00621,0.04467,0.05688,0.01582,0.00473,2.50564,4.30304,3.68698,2.37338,0,0.000946048,0.000946048,0.000946048
17,287.793,1.55319,2.40857,1.72833,1.71556,0,0.08614,0.05245,0.02873,0.00916,0.09688,0.05187,0.02787,0.00896,2.58597,4.79143,3.90371,2.44535,0,0.000938772,0.000938772,0.000938772
18,304.073,1.56478,2.32564,1.6947,1.70855,0,0.05632,0.05641,0.02321,0.00762,0.05908,0.05365,0.02185,0.00688,2.54644,4.32734,3.95107,2.41368,0,0.000931067,0.000931067,0.000931067
19,320.618,1.563,2.38761,1.71015,1.70975,0,0.0915,0.10715,0.04118,0.01582,0.09621,0.10988,0.04123,0.01448,2.35554,3.86945,3.18127,2.18674,0,0.000922942,0.000922942,0.000922942
20,337.133,1.4929,2.20987,1.65068,1.66738,0,0.02067,0.17796,0.02117,0.00678,0.01845,0.14918,0.02026,0.00626,2.58371,4.20634,4.50934,2.49472,0,0.000914405,0.000914405,0.000914405
21,353.572,1.55589,2.35864,1.69696,1.7116,0,0.09636,0.04564,0.03412,0.01167,0.09749,0.04505,0.03425,0.01184,2.57411,4.00523,4.13963,2.46074,0,0.000905463,0.000905463,0.000905463
22,369.823,1.48633,2.2681,1.59447,1.65861,0,0.05669,0.03889,0.02372,0.00845,0.05351,0.03629,0.02153,0.00701,2.5607,4.07688,4.03588,2.50934,0,0.000896127,0.000896127,0.000896127
23,386.279,1.47386,2.25387,1.60927,1.67167,0,0.11307,0.05261,0.04104,0.01376,0.11769,0.0529,0.03918,0.01214,2.412,3.9314,3.71944,2.29596,0,0.000886404,0.000886404,0.000886404
24,402.611,1.47198,2.2412,1.56011,1.62327,0,0.11014,0.0603,0.03958,0.01343,0.11569,0.05986,0.03777,0.01209,2.45198,4.24574,3.50467,2.30896,0,0.000876305,0.000876305,0.000876305
25,419.135,1.46879,2.23587,1.56845,1.62906,0,0.10298,0.09029,0.05416,0.01931,0.10619,0.08736,0.05352,0.01789,2.33132,3.67819,3.22625,2.1789,0,0.000865839,0.000865839,0.000865839
26,435.777,1.49455,2.25112,1.59846,1.65354,0,0.11402,0.0758,0.05581,0.02042,0.11593,0.07248,0.05352,0.01827,2.30796,3.90342,3.33143,2.17551,0,0.000855018,0.000855018,0.000855018
