epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,78.3131,1.87261,2.89591,2.21459,1.7711,0,0.23158,0.213,0.14216,0.06378,0.18671,0.16596,0.07442,0.0204,2.02067,8.41891,3.0737,2.24661,0,0.00033157,0.00033157,0.0671746
2,151.866,1.85076,2.72697,2.01003,1.78048,0,0.57824,0.099,0.04042,0.0147,0.57414,0.07241,0.0332,0.01031,2.48924,12.0834,4.41029,2.69614,0,0.000664741,0.000664741,0.0341744
3,225.155,1.84044,2.68355,1.94949,1.77033,0,0.69352,0.22546,0.24449,0.11443,0.69138,0.24403,0.24721,0.11624,1.93551,2.8946,2.57824,2.04322,0,0.000997261,0.000997261,0.00117363
4,298.697,1.79657,2.61321,1.84442,1.72324,0,0.59573,0.22047,0.11989,0.05156,0.59803,0.22463,0.1256,0.05733,1.84414,2.72436,3.53727,2.01608,0,0.000997803,0.000997803,0.000997803
5,371.658,1.7581,2.55035,1.84074,1.69752,0,0.23864,0.29172,0.25358,0.13428,0.24186,0.29292,0.25517,0.12689,1.70941,2.80919,2.43391,1.88006,0,0.000996097,0.000996097,0.000996097
6,445.185,1.76416,2.5477,1.79813,1.70076,0,0.28375,0.3986,0.33271,0.17423,0.29075,0.41191,0.34767,0.18797,1.69888,2.35162,1.94215,1.86071,0,0.000993906,0.000993906,0.000993906
7,518.39,1.72061,2.47753,1.73193,1.65814,0,0.80944,0.23461,0.2927,0.14588,0.80367,0.2371,0.29549,0.15408,1.74409,2.49786,2.07722,1.8512,0,0.000991232,0.000991232,0.000991232
8,591.335,1.69364,2.43265,1.69801,1.65227,0,0.31879,0.42694,0.34569,0.18571,0.32292,0.43559,0.35608,0.19133,1.5802,2.59536,1.93071,1.7821,0,0.000988079,0.000988079,0.000988079
9,664.821,1.67168,2.39503,1.65199,1.6254,0,0.30563,0.38341,0.31252,0.1596,0.31339,0.39219,0.31584,0.16837,1.61285,2.32396,1.90186,1.75882,0,0.000984449,0.000984449,0.000984449
10,737.649,1.67623,2.38202,1.63263,1.63801,0,0.29341,0.49406,0.38338,0.20935,0.29176,0.49538,0.39365,0.21832,1.57837,2.22552,1.74579,1.79357,0,0.000980345,0.000980345,0.000980345
11,811.212,1.67066,2.39244,1.63039,1.6321,0,0.35792,0.38279,0.34749,0.18741,0.35826,0.38779,0.34969,0.18421,1.57477,2.36963,1.80242,1.73379,0,0.000975773,0.000975773,0.000975773
12,884.05,1.65376,2.34895,1.59953,1.62015,0,0.3769,0.43332,0.40438,0.22129,0.37628,0.43498,0.4085,0.22667,1.52899,2.22429,1.60842,1.73185,0,0.000970736,0.000970736,0.000970736
13,957.283,1.62892,2.31719,1.56986,1.59124,0,0.32143,0.42197,0.36768,0.19805,0.32362,0.42613,0.37734,0.20833,1.55357,2.17119,1.75742,1.71147,0,0.000965239,0.000965239,0.000965239
14,1030.24,1.63671,2.32468,1.55688,1.61024,0,0.3371,0.46721,0.38531,0.21553,0.34063,0.47137,0.39047,0.2198,1.58197,2.30728,1.72131,1.74784,0,0.000959289,0.000959289,0.000959289
15,1103.38,1.61722,2.29757,1.55302,1.59709,0,0.27196,0.26622,0.29334,0.15101,0.26978,0.26031,0.28897,0.13725,1.61565,2.61058,2.10903,1.78869,0,0.000952889,0.000952889,0.000952889
16,1176.29,1.63165,2.33283,1.5485,1.60977,0,0.42039,0.45536,0.42379,0.2405,0.42147,0.45943,0.42936,0.2373,1.48539,2.17309,1.58075,1.64309,0,0.000946048,0.000946048,0.000946048
17,1249.54,1.60124,2.30641,1.52379,1.58446,0,0.36747,0.43331,0.40434,0.23371,0.37837,0.43959,0.41006,0.23072,1.51763,2.23592,1.6763,1.68838,0,0.000938772,0.000938772,0.000938772
18,1322.51,1.61554,2.27387,1.50616,1.59617,0,0.37376,0.46247,0.41743,0.24006,0.38015,0.47325,0.42928,0.24065,1.47566,2.13982,1.57341,1.65155,0,0.000931067,0.000931067,0.000931067
19,1395.79,1.61444,2.29406,1.49604,1.59029,0,0.85107,0.32363,0.41128,0.24166,0.84901,0.33195,0.41828,0.24667,1.45297,2.03971,1.58934,1.62131,0,0.000922942,0.000922942,0.000922942
20,1469.33,1.57918,2.22841,1.47946,1.57522,0,0.45992,0.41592,0.42134,0.23218,0.46117,0.41758,0.42884,0.24428,1.54461,2.16181,1.61662,1.71779,0,0.000914405,0.000914405,0.000914405
21,1542.27,1.60194,2.25912,1.49172,1.59216,0,0.39443,0.45923,0.41937,0.24117,0.40263,0.47017,0.42835,0.24809,1.45216,2.05558,1.55389,1.67513,0,0.000905463,0.000905463,0.000905463
22,1615.6,1.58443,2.25775,1.48686,1.5792,0,0.34564,0.47197,0.425,0.2468,0.33497,0.48747,0.43123,0.25166,1.46901,2.11874,1.57741,1.65927,0,0.000896127,0.000896127,0.000896127
23,1689.36,1.5655,2.20437,1.43574,1.56738,0,0.74174,0.2958,0.35023,0.17116,0.72249,0.29912,0.34759,0.15225,1.78015,2.82344,1.9376,1.97017,0,0.000886404,0.000886404,0.000886404
24,1762.3,1.5775,2.2311,1.45937,1.57105,0,0.42025,0.51245,0.44418,0.24674,0.41859,0.50996,0.44414,0.26032,1.46509,1.95677,1.45473,1.64603,0,0.000876305,0.000876305,0.000876305
25,1835.92,1.55501,2.19043,1.41494,1.55344,0,0.3904,0.51049,0.44058,0.25795,0.39364,0.5176,0.44306,0.25876,1.40518,1.95999,1.51704,1.60666,0,0.000865839,0.000865839,0.000865839
26,1909.25,1.55778,2.2165,1.44687,1.56307,0,0.38569,0.5058,0.44932,0.26605,0.38931,0.50798,0.45542,0.27623,1.39137,1.9323,1.52972,1.6125,0,0.000855018,0.000855018,0.000855018
27,1982.51,1.54704,2.19421,1.42945,1.54806,0,0.43067,0.50104,0.45956,0.26141,0.43426,0.50482,0.46248,0.27098,1.46837,1.93749,1.41667,1.65601,0,0.000843851,0.000843851,0.000843851
28,2055.47,1.55458,2.20879,1.40595,1.54776,0,0.4352,0.43998,0.45143,0.27532,0.43816,0.44746,0.45846,0.27543,1.37528,1.94106,1.49142,1.57618,0,0.000832349,0.000832349,0.000832349
29,2128.7,1.53424,2.18176,1.42246,1.53726,0,0.40259,0.53682,0.45911,0.27189,0.40172,0.5452,0.46778,0.27036,1.45995,2.06671,1.44152,1.63945,0,0.000820525,0.000820525,0.000820525
30,2201.7,1.53314,2.18922,1.41064,1.53779,0,0.85394,0.35108,0.45586,0.27038,0.85599,0.35371,0.45616,0.27141,1.37162,1.96192,1.48544,1.57294,0,0.000808389,0.000808389,0.000808389
31,2274.74,1.5346,2.16292,1.36641,1.53479,0,0.37404,0.46872,0.43164,0.25151,0.3807,0.47038,0.43584,0.26151,1.44822,1.99357,1.55699,1.6351,0,0.000795954,0.000795954,0.000795954
32,2347.61,1.53129,2.16165,1.39313,1.53715,0,0.82891,0.34276,0.41546,0.25028,0.83449,0.34859,0.41811,0.25074,1.40454,2.01246,1.62843,1.613,0,0.000783231,0.000783231,0.000783231
33,2420.77,1.53653,2.1813,1.39401,1.54435,0,0.40912,0.50821,0.47863,0.29026,0.41617,0.51532,0.48747,0.28701,1.34535,1.99705,1.43203,1.54334,0,0.000770234,0.000770234,0.000770234
34,2493.92,1.50219,2.1191,1.33389,1.50796,0,0.41807,0.49763,0.46173,0.27328,0.42562,0.50382,0.47262,0.27816,1.39413,1.96409,1.37994,1.59794,0,0.000756976,0.000756976,0.000756976
35,2567.1,1.52359,2.14134,1.37498,1.5348,0,0.34974,0.52145,0.44007,0.27343,0.35182,0.5271,0.45092,0.27584,1.35561,1.87542,1.41592,1.55594,0,0.000743468,0.000743468,0.000743468
36,2639.97,1.52605,2.13946,1.37261,1.52819,0,0.41943,0.61134,0.48947,0.29345,0.42193,0.62503,0.49885,0.30047,1.42292,1.9013,1.31196,1.61141,0,0.000729725,0.000729725,0.000729725
