epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,117.61,1.58181,2.20494,3.9937,1.20249,0,0.4408,0.45701,0.46046,0.28654,0.4462,0.45839,0.46664,0.29022,1.76129,2.34715,1.73175,1.23988,0,0.00332912,0.00332912,0.0700379
2,230.443,1.56112,2.01169,1.96836,1.13542,0,0.43527,0.427,0.42286,0.24681,0.44447,0.44241,0.43963,0.27102,1.74232,2.24025,1.67295,1.23273,0,0.0064426,0.0064426,0.039818
3,342.899,1.65648,2.14164,1.94766,1.21416,0,0.69312,0.24873,0.25881,0.13483,0.70457,0.25632,0.27658,0.14099,1.94726,2.53965,1.97277,1.4104,0,0.00933607,0.00933607,0.00937816
4,455.284,1.78625,2.30572,2.05064,1.30757,0,0.51193,0.27696,0.18537,0.07613,0.51016,0.27701,0.19491,0.07123,2.08107,2.79947,2.3509,1.49835,0,0.00901,0.00901,0.00901
5,568.017,1.72737,2.22289,1.77977,1.26734,0,0.40923,0.32824,0.33167,0.16199,0.41058,0.33143,0.33711,0.1666,1.86898,2.46009,1.76569,1.35941,0,0.00868,0.00868,0.00868
6,680.839,1.6786,2.13699,1.72911,1.23286,0,0.33093,0.4627,0.38188,0.20532,0.33611,0.46711,0.39033,0.23619,1.86924,2.37526,1.71097,1.33659,0,0.00835,0.00835,0.00835
7,792.787,1.65774,2.08995,1.60975,1.23199,0,0.38902,0.39043,0.37669,0.16769,0.39099,0.3938,0.38245,0.1904,1.85685,2.41939,1.60882,1.35028,0,0.00802,0.00802,0.00802
8,905.457,1.59591,2.04607,1.55924,1.21751,0,0.74504,0.39642,0.47081,0.26084,0.75084,0.40174,0.48292,0.29329,1.79971,2.18572,1.53901,1.31258,0,0.00769,0.00769,0.00769
9,1018.12,1.54489,1.92353,1.42951,1.17191,0,0.39132,0.41799,0.44404,0.23275,0.39436,0.44612,0.45944,0.27326,1.82703,2.23622,1.48401,1.34694,0,0.00736,0.00736,0.00736
10,1130.44,1.54477,1.938,1.41877,1.17152,0,0.42855,0.51151,0.48065,0.27962,0.42685,0.51078,0.48388,0.31308,1.7153,2.19722,1.49957,1.28845,0,0.00703,0.00703,0.00703
11,1242.88,1.53555,1.92688,1.41737,1.17608,0,0.50517,0.50198,0.52893,0.31063,0.58509,0.47185,0.53376,0.34477,1.68334,2.15647,1.39987,1.24776,0,0.0067,0.0067,0.0067
12,1355.71,1.4811,1.83788,1.38635,1.12856,0,0.45948,0.53593,0.52843,0.31364,0.4744,0.54613,0.54313,0.34433,1.69239,2.15745,1.40881,1.24853,0,0.00637,0.00637,0.00637
13,1468.03,1.48858,1.84661,1.36723,1.1389,0,0.48641,0.54696,0.53552,0.33589,0.49018,0.55137,0.54559,0.36741,1.6881,2.06271,1.35551,1.25336,0,0.00604,0.00604,0.00604
14,1580.27,1.48177,1.82771,1.31593,1.1315,0,0.85505,0.45906,0.56339,0.34626,0.86092,0.4691,0.57905,0.3926,1.6749,2.02038,1.33561,1.23602,0,0.00571,0.00571,0.00571
15,1692.47,1.46463,1.824,1.29535,1.12687,0,0.6016,0.53273,0.56332,0.336,0.60318,0.53445,0.56952,0.38651,1.64187,2.09472,1.30093,1.22958,0,0.00538,0.00538,0.00538
16,1804.45,1.41304,1.75494,1.24397,1.09086,0,0.50227,0.59332,0.5768,0.36832,0.50513,0.59111,0.57859,0.39072,1.61788,2.08508,1.29424,1.20842,0,0.00505,0.00505,0.00505
17,1916.76,1.43844,1.76494,1.26752,1.11025,0,0.53583,0.62445,0.59028,0.358,0.53482,0.62592,0.60032,0.40089,1.62031,2.01925,1.26325,1.20805,0,0.00472,0.00472,0.00472
18,2028.35,1.37617,1.72076,1.19607,1.06777,0,0.55537,0.6331,0.59883,0.36261,0.55978,0.63889,0.60759,0.42144,1.63532,1.95028,1.24428,1.21506,0,0.00439,0.00439,0.00439
19,2139.17,1.40711,1.7235,1.23736,1.08007,0,0.56851,0.62354,0.59825,0.37664,0.56844,0.62124,0.60092,0.41217,1.61634,2.04338,1.23244,1.20666,0,0.00406,0.00406,0.00406
20,2250.19,1.39346,1.72277,1.21041,1.07934,0,0.55111,0.65684,0.59581,0.38343,0.55981,0.67056,0.60133,0.42367,1.56036,1.98265,1.20736,1.17159,0,0.00373,0.00373,0.00373
21,2363.12,1.35772,1.68436,1.16591,1.06599,0,0.53386,0.61355,0.60445,0.37184,0.54149,0.62165,0.61173,0.41602,1.58038,1.9643,1.22575,1.18332,0,0.0034,0.0034,0.0034
22,2474.56,1.35065,1.64199,1.16385,1.04762,0,0.54404,0.62415,0.59428,0.39118,0.54627,0.62783,0.60521,0.42149,1.55994,1.98735,1.22723,1.18101,0,0.00307,0.00307,0.00307
23,2586.49,1.35199,1.68553,1.17832,1.05898,0,0.55437,0.62985,0.60928,0.40545,0.55522,0.63376,0.61642,0.43576,1.56483,1.975,1.20231,1.16888,0,0.00274,0.00274,0.00274
24,2700.46,1.31741,1.63336,1.12022,1.03449,0,0.60912,0.57336,0.59543,0.39496,0.54399,0.63629,0.60102,0.41752,1.50457,1.9263,1.18724,1.15422,0,0.00241,0.00241,0.00241
25,2816.96,1.29639,1.59336,1.10237,1.02009,0,0.59986,0.63515,0.61841,0.40992,0.60164,0.63735,0.62623,0.44209,1.49809,1.88701,1.1738,1.1488,0,0.00208,0.00208,0.00208
26,2935.22,1.30803,1.61626,1.1214,1.03704,0,0.61606,0.63321,0.64175,0.43127,0.60359,0.64328,0.64784,0.46396,1.52992,1.92597,1.14073,1.15322,0,0.00175,0.00175,0.00175
27,3052.12,1.2884,1.59535,1.08214,1.02039,0,0.61334,0.62664,0.62189,0.42268,0.61212,0.64799,0.63076,0.44518,1.49521,1.89905,1.14323,1.14271,0,0.00142,0.00142,0.00142
28,3168.15,1.28073,1.60679,1.079,1.02162,0,0.65834,0.62433,0.63091,0.41996,0.66193,0.62874,0.63624,0.44706,1.52361,1.94981,1.12773,1.15481,0,0.00109,0.00109,0.00109
29,3285.26,1.26272,1.57662,1.04659,1.00346,0,0.64211,0.62541,0.63243,0.42238,0.64449,0.62811,0.63259,0.44852,1.50329,1.8918,1.1142,1.14601,0,0.00076,0.00076,0.00076
30,3402.83,1.23788,1.57573,1.05063,0.99938,0,0.63323,0.64159,0.64239,0.43672,0.63712,0.64599,0.65021,0.45929,1.46892,1.85475,1.09773,1.13192,0,0.00043,0.00043,0.00043
