epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,20.5748,1.38242,1.98852,1.26167,1.52172,0,0.44947,0.58047,0.50972,0.32167,0.46103,0.58335,0.5223,0.33257,1.30357,1.72568,1.2293,1.52871,0,0.0001,0.0001,0.0001
2,37.6913,1.37474,1.99237,1.26623,1.51436,0,0.46843,0.54772,0.49127,0.31171,0.47934,0.54802,0.50688,0.31761,1.30647,1.74471,1.23824,1.52582,0,9.97288e-05,9.97288e-05,9.97288e-05
3,54.663,1.38481,1.99087,1.24478,1.51406,0,0.47579,0.56316,0.5112,0.32177,0.48005,0.56815,0.51957,0.32513,1.31832,1.77073,1.20224,1.53775,0,9.89183e-05,9.89183e-05,9.89183e-05
4,71.6633,1.31651,1.89277,1.18682,1.4693,0,0.44117,0.58525,0.50253,0.31877,0.43948,0.59673,0.51362,0.32892,1.30783,1.73275,1.21662,1.52958,0,9.75773e-05,9.75773e-05,9.75773e-05
5,88.843,1.33567,1.93266,1.23046,1.49919,0,0.43579,0.59061,0.50399,0.31942,0.44657,0.6002,0.5169,0.32966,1.30712,1.7466,1.20011,1.52318,0,9.57205e-05,9.57205e-05,9.57205e-05
6,105.888,1.37917,2.02074,1.22677,1.50916,0,0.44501,0.59761,0.50542,0.32001,0.46049,0.60673,0.51734,0.3273,1.30228,1.75737,1.19554,1.51553,0,9.33683e-05,9.33683e-05,9.33683e-05
7,122.967,1.36182,1.96889,1.1927,1.4908,0,0.44986,0.606,0.50487,0.3187,0.45827,0.60507,0.51591,0.32309,1.30175,1.75747,1.19138,1.51165,0,9.05463e-05,9.05463e-05,9.05463e-05
8,140.049,1.35971,1.95198,1.21368,1.50723,0,0.43733,0.60507,0.50135,0.31956,0.44456,0.61513,0.51399,0.32447,1.29476,1.73235,1.19407,1.50856,0,8.72857e-05,8.72857e-05,8.72857e-05
9,157.021,1.31013,1.8802,1.1536,1.47032,0,0.44161,0.60885,0.49915,0.3165,0.44647,0.6202,0.51099,0.32293,1.30291,1.73089,1.20323,1.51832,0,8.3622e-05,8.3622e-05,8.3622e-05
10,174.317,1.3597,2.01261,1.25541,1.49929,0,0.43292,0.61624,0.50361,0.31645,0.4456,0.62065,0.51346,0.32456,1.30935,1.74983,1.21213,1.52719,0,7.95954e-05,7.95954e-05,7.95954e-05
11,191.546,1.33275,1.97888,1.21735,1.49054,0,0.43849,0.61392,0.49824,0.3148,0.44493,0.62055,0.5131,0.32363,1.3133,1.75309,1.21441,1.53261,0,7.525e-05,7.525e-05,7.525e-05
12,208.617,1.34694,1.9551,1.1904,1.48821,0,0.4582,0.5832,0.50302,0.31953,0.46739,0.59493,0.51807,0.32725,1.31072,1.76023,1.20396,1.52928,0,7.06335e-05,7.06335e-05,7.06335e-05
13,225.664,1.34623,1.97819,1.21863,1.49003,0,0.46574,0.57368,0.50697,0.32276,0.47391,0.58108,0.51875,0.32895,1.29734,1.74503,1.19726,1.52163,0,6.57963e-05,6.57963e-05,6.57963e-05
14,242.697,1.3457,1.95384,1.18969,1.47901,0,0.45629,0.57253,0.50513,0.32103,0.4633,0.57631,0.5147,0.327,1.28685,1.73777,1.20039,1.5148,0,6.07916e-05,6.07916e-05,6.07916e-05
15,259.744,1.3341,1.903,1.17469,1.48439,0,0.45205,0.57893,0.50497,0.32152,0.45685,0.58297,0.51391,0.3265,1.28977,1.74087,1.20793,1.51827,0,5.56742e-05,5.56742e-05,5.56742e-05
16,276.992,1.32252,1.93149,1.16758,1.47829,0,0.44009,0.57986,0.50585,0.32053,0.44434,0.58493,0.51583,0.32663,1.30077,1.75124,1.21687,1.52444,0,5.05e-05,5.05e-05,5.05e-05
17,294.047,1.3339,1.98092,1.195,1.48003,0,0.44026,0.56814,0.50783,0.32003,0.4433,0.57404,0.51601,0.32586,1.30692,1.75981,1.21467,1.52755,0,4.53258e-05,4.53258e-05,4.53258e-05
